,Restaurant,Category,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
321,mcdonalds,snacks & sides,French Fires (Medium) Compostable Packaging,380,5,49,260.0,0.0
322,mcdonalds,snacks & sides,Hot Caramel Sundae Compostable Packaging,340,7,54,140.0,38.0
323,mcdonalds,snacks & sides,Strawberry Sundae Compostable Packaging,270,6,43,75.0,38.0
324,mcdonalds,snacks & sides,Minute Maid Blue Raspberry Slushie (Large),340,0,92,25.0,89.0
325,mcdonalds,snacks & sides,Minute Maid Blue Raspberry Slushie (Small),190,0,51,15.0,50.0
326,mcdonalds,snacks & sides,Minute Maid Blue Raspberry Slushie (Medium),240,0,66,20.0,64.0
327,mcdonalds,snacks & sides,Cheesy Bacon Fries,560,15,53,1270.0,5.0
328,mcdonalds,snacks & sides,Minute Maid Swet Peach Slushie (Medium),230,0,62,20.0,60.0
329,mcdonalds,snacks & sides,Minute Maid Swet Peach Slushie (Small),180,0,48,15.0,47.0
330,mcdonalds,snacks & sides,Minute Maid Swet Peach Slushie (Large),320,0,87,30.0,84.0
331,mcdonalds,snacks & sides,Chocolate Marshmellow Sauce,80,1,16,60.0,14.0
332,mcdonalds,beverages,Coca-Cola Zero Sugar (Large),0,0,0,75.0,0.0
333,mcdonalds,beverages,Minute Maide Lemonade (Extra Small),30,0,9,15.0,8.0
334,mcdonalds,beverages,Chocolate Shake (Small),530,12,87,260.0,74.0
335,mcdonalds,beverages,Vanilla Shake (Small),490,11,79,230.0,59.0
336,mcdonalds,beverages,Strawberry Shake (Small),500,12,80,190.0,71.0
337,mcdonalds,beverages,Egg Nog Shake (Small),450,10,74,160.0,63.0
338,mcdonalds,beverages,Hot Chocolate (Small),430,14,56,210.0,52.0
339,mcdonalds,beverages,Coca-Cola Zero Sugar (Extra Small),0,0,0,30.0,0.0
340,mcdonalds,beverages,Coca-Cola Zero Sugar (Medium),0,0,0,55.0,0.0
341,mcdonalds,beverages,Coca-Cola Zero Sugar (Small),0,0,0,40.0,0.0
342,mcdonalds,beverages,Iced Coffee (Large),260,3,45,90.0,42.0
343,mcdonalds,beverages,Iced Coffee (Medium),180,2,30,65.0,28.0
344,mcdonalds,beverages,Fat Free Chocolate Milk Jug,130,9,23,135.0,22.0
345,mcdonalds,beverages,Dasani Water,0,0,0,0.0,0.0
346,mcdonalds,beverages,1% Low Fat Milk Jug,100,8,12,125.0,12.0
347,mcdonalds,beverages,Coca-Cola (Small),150,0,39,40.0,39.0
348,mcdonalds,beverages,Diet Coke (Small),0,0,0,10.0,0.0
349,mcdonalds,beverages,Dr Pepper (Small),140,0,38,50.0,37.0
350,mcdonalds,beverages,Diet Dr Pepper (Small),0,0,0,25.0,0.0
351,mcdonalds,beverages,Sprite (Small),140,0,35,70.0,35.0
352,mcdonalds,beverages,Iced Tea (Small),0,0,0,10.0,0.0
353,mcdonalds,beverages,Sweet Tea (Small),90,0,21,15.0,21.0
354,mcdonalds,beverages,POWERADE Mountain Berry Blast (Small),25,0,6,25.0,6.0
355,mcdonalds,beverages,Sweet Tea (Medium),110,0,28,20.0,28.0
356,mcdonalds,beverages,Coca-Cola (Extra Small),110,0,31,35.0,31.0
357,mcdonalds,beverages,Coca-Cola (Large),290,0,80,85.0,80.0
358,mcdonalds,beverages,Coca-Cola (Medium),220,0,59,55.0,59.0
359,mcdonalds,beverages,Diet Coke (Extra Small),0,0,0,10.0,0.0
360,mcdonalds,beverages,Diet Coke (Large),0,0,0,20.0,0.0
361,mcdonalds,beverages,Diet Coke (Medium),0,0,0,15.0,0.0
362,mcdonalds,beverages,Diet Dr Pepper (Extra Small),0,0,0,15.0,0.0
363,mcdonalds,beverages,Diet Dr Pepper (Large),0,0,0,45.0,0.0
364,mcdonalds,beverages,Diet Dr Pepper (Medium),0,0,0,35.0,0.0
365,mcdonalds,beverages,Dr Pepper (Extra Small),100,0,27,35.0,27.0
366,mcdonalds,beverages,Dr Pepper (Large),280,0,75,90.0,73.0
367,mcdonalds,beverages,Dr Pepper (Medium),200,0,54,65.0,53.0
368,mcdonalds,beverages,Iced Tea (Extra Small),0,0,0,10.0,0.0
369,mcdonalds,beverages,Iced Tea (Large),5,1,0,20.0,0.0
370,mcdonalds,beverages,Iced Tea (Medium),0,1,0,15.0,0.0
371,mcdonalds,beverages,Minute Maid Orange Juice (Large),280,4,65,5.0,58.0
372,mcdonalds,beverages,POWERADE Mountain Berry Blast (Extra Small),20,0,5,20.0,5.0
373,mcdonalds,beverages,POWERADE Mountain Berry Blast (Large),45,0,12,50.0,12.0
374,mcdonalds,beverages,POWERADE Mountain Berry Blast (Medium),35,0,9,35.0,9.0
375,mcdonalds,beverages,Sprite (Extra Small),90,0,27,50.0,27.0
376,mcdonalds,beverages,Sprite (Large),230,0,69,130.0,69.0
377,mcdonalds,beverages,Sprite (Medium),170,0,51,95.0,51.0
378,mcdonalds,beverages,Sweet Tea (Extra Large),60,0,15,10.0,15.0
379,mcdonalds,beverages,Sweet Tea (Large),160,1,38,25.0,38.0
380,mcdonalds,beverages,Red Flash (Extra Small),35,0,9,10.0,9.0
381,mcdonalds,beverages,Red Flash (Small),45,0,12,10.0,12.0
382,mcdonalds,beverages,Red Flash (Medium),70,0,17,15.0,17.0
383,mcdonalds,beverages,Red Flash (Large),90,0,23,20.0,23.0
384,mcdonalds,beverages,Iced Classic Lemonade (Small),100,0,25,10.0,21.0
385,mcdonalds,beverages,Iced Classic Lemonade (Medium),130,0,32,15.0,28.0
386,mcdonalds,beverages,Iced Classic Lemonade (Large),170,1,43,15.0,37.0
387,mcdonalds,beverages,Iced Strawberry Lemonade (Small),120,1,33,10.0,28.0
388,mcdonalds,beverages,Iced Strawberry Lemonade (Medium),160,1,43,15.0,37.0
389,mcdonalds,beverages,Iced Strawberry Lemonade (Large),220,1,57,20.0,50.0
390,mcdonalds,beverages,Fanta Grape (Medium),70,0,19,15.0,19.0
391,mcdonalds,beverages,Fanta Grape (Medium) No Ice,90,0,23,20.0,23.0
392,mcdonalds,beverages,Sprite Zero (Extra Small) No Ice,0,0,0,10.0,0.0
393,mcdonalds,beverages,Sprite Zero (Extra Small),0,0,0,10.0,0.0
394,mcdonalds,beverages,Vitamin Water XXX Zero (Small),0,0,0,10.0,0.0
395,mcdonalds,beverages,Blue Raspberry ICEE,130,0,34,60.0,34.0
396,mcdonalds,beverages,Orange Crush (Large),310,0,84,95.0,83.0
397,mcdonalds,beverages,,410,0,112,90.0,110.0
398,mcdonalds,beverages,Dr Pepper (Medium) No Ice,70,0,19,20.0,19.0
399,mcdonalds,beverages,Diet Coke (Large) No Ice,0,0,0,125.0,0.0
400,mcdonalds,beverages,Orange Crush (Extra Small) No Ice,160,0,44,45.0,43.0
401,mcdonalds,beverages,Orange Crush (Extra Small),110,0,31,35.0,30.0
402,mcdonalds,beverages,Diet Dr Pepper (Large) No Ice,0,0,0,50.0,0.0
403,mcdonalds,beverages,Barq’s Root Beer (Large) No Ice,120,0,33,25.0,33.0
404,mcdonalds,beverages,Barq’s Root Beer (Large),90,0,25,20.0,25.0
405,mcdonalds,beverages,Fanta Strawberry (Small) No Ice,230,0,60,70.0,59.0
406,mcdonalds,beverages,Fanta Strawberry (Small),50,0,14,10.0,14.0
407,mcdonalds,beverages,Caffeine Free Diet Coke (Large),0,0,0,20.0,0.0
408,mcdonalds,beverages,Dr Pepper (Large) No Ice,100,0,28,25.0,27.0
409,mcdonalds,beverages,Caffeine Free Diet Coke (Large) No Ice,0,0,0,25.0,0.0
410,mcdonalds,beverages,Sprite (Large) No Ice,370,0,97,170.0,95.0
411,mcdonalds,beverages,Minute Maid Lemonade (Small),40,0,12,25.0,11.0
412,mcdonalds,beverages,Minute Maid Lemonade (Small) No Ice,60,0,16,30.0,15.0
413,mcdonalds,beverages,Minute Maid Light Lemonade (Small),0,0,1,10.0,0.0
414,mcdonalds,beverages,Minute Maid Light Lemonade (Small) No Ice,0,0,1,15.0,0.0
415,mcdonalds,beverages,Minute Maid Orange Juice (Small),150,2,36,0.0,32.0
416,mcdonalds,beverages,Barq’s Root Beer (Small) No Ice,60,0,18,15.0,18.0
417,mcdonalds,beverages,Barq’s Root Beer (Small),50,0,13,10.0,13.0
418,mcdonalds,beverages,Fanta Grape (Large) No Ice,120,0,33,25.0,33.0
419,mcdonalds,beverages,Fanta Grape (Large),100,0,25,20.0,25.0
420,mcdonalds,beverages,Vitamin Water XXX Zero (Extra Small),0,0,0,10.0,0.0
421,mcdonalds,beverages,Fanta Grape (Small),50,0,13,10.0,13.0
422,mcdonalds,beverages,Fanta Grape (Small) No Ice,230,0,59,70.0,58.0
423,mcdonalds,beverages,Red Flash (Large) No Ice,110,0,31,25.0,31.0
424,mcdonalds,beverages,Coca-Cola Zero Sugar (Extra Small) No Ice,0,0,0,40.0,0.0
425,mcdonalds,beverages,Sprite Zero (Large),0,0,0,20.0,0.0
426,mcdonalds,beverages,Sprite Zero (Large) No Ice,0,0,0,25.0,0.0
427,mcdonalds,beverages,Vitamin Water XXX Zero (Medium),0,0,0,15.0,0.0
428,mcdonalds,beverages,FUZE Raspberry Tea (Small) No Ice,35,0,9,15.0,9.0
429,mcdonalds,beverages,FUZE Raspberry Tea (Small),25,0,7,10.0,7.0
430,mcdonalds,beverages,Red Flash (Extra Small) No Ice,45,0,12,10.0,12.0
431,mcdonalds,beverages,Diet Coke (Small) No Ice,0,0,0,65.0,0.0
432,mcdonalds,beverages,Minute Maid Strawberry Punch (Small) No Ice,120,0,57,70.0,56.0
433,mcdonalds,beverages,Minute Maid Strawberry Punch (Small),160,0,43,15.0,43.0
434,mcdonalds,beverages,Coca-Cola Zero Sugar (Large) No Ice,0,0,0,100.0,0.0
435,mcdonalds,beverages,Coca-Cola (Medium) No Ice,80,0,21,20.0,21.0
436,mcdonalds,beverages,Diet Dr Pepper (Medium) No Ice,0,0,0,35.0,0.0
437,mcdonalds,beverages,Dr Pepper (Small) No Ice,50,0,15,15.0,14.0
438,mcdonalds,beverages,Minute Maid Strawberry Punch (Medium) No Ice,280,0,75,90.0,73.0
439,mcdonalds,beverages,Minute Maid Strawberry Punch (Medium),230,0,62,20.0,62.0
440,mcdonalds,beverages,Minute Maid Lemonade (Large) No Ice,110,0,29,55.0,28.0
441,mcdonalds,beverages,Minute Maid Lemonade (Large),80,0,22,45.0,21.0
442,mcdonalds,beverages,Orange Crush (Small),160,0,43,50.0,42.0
443,mcdonalds,beverages,Orange Crush (Small) No Ice,220,0,59,65.0,58.0
444,mcdonalds,beverages,Fanta Strawberry (Extra Small),35,0,10,10.0,10.0
445,mcdonalds,beverages,Fanta Strawberry (Extra Small) No Ice,170,0,45,55.0,44.0
446,mcdonalds,beverages,Sprite (Medium) No Ice,260,0,68,120.0,67.0
447,mcdonalds,beverages,Blue Raspberry ICEE (Medium),170,0,44,80.0,44.0
448,mcdonalds,beverages,Minute Maid Orange Juice (Medium),200,3,45,0.0,41.0
449,mcdonalds,beverages,Minute Maid Light Lemonade (Medium),0,0,1,15.0,0.0
450,mcdonalds,beverages,Minute Maid Light Lemonade (Medium) No Ice,0,0,1,20.0,0.0
451,mcdonalds,beverages,POWERADE Mountain Berry Blast (Medium) No Ice,45,0,11,45.0,11.0
452,mcdonalds,beverages,Fanta Grape (Extra Small),35,0,10,10.0,10.0
453,mcdonalds,beverages,Fanta Grape (Extra Small) No Ice,170,0,44,55.0,43.0
454,mcdonalds,beverages,Coke ICEE (Medium),170,0,47,70.0,47.0
455,mcdonalds,beverages,Coca-Cola (Large) No Ice,110,0,30,25.0,30.0
456,mcdonalds,beverages,Diet Dr Pepper (Small) No Ice,0,0,0,25.0,0.0
457,mcdonalds,beverages,FUZE Raspberry Tea (Extra Small),20,0,5,10.0,5.0
458,mcdonalds,beverages,FUZE Raspberry Tea (Extra Small) No Ice,25,0,7,10.0,7.0
459,mcdonalds,beverages,Wild Cherry ICEE (Small),130,0,34,60.0,34.0
460,mcdonalds,beverages,Minute Maid Lemonade (Medium) No Ice,70,0,20,40.0,19.0
461,mcdonalds,beverages,Minute Maid Lemonade (Medium),60,0,17,30.0,16.0
462,mcdonalds,beverages,Iced Tea (Gallon),40,5,0,75.0,0.0
463,mcdonalds,beverages,Minute Maid Strawberry Punch (Large) No Ice,400,0,108,125.0,104.0
464,mcdonalds,beverages,Minute Maid Strawberry Punch (Large),320,0,85,30.0,85.0
465,mcdonalds,beverages,1% Low Fat Milk Jug California,130,11,16,160.0,15.0
466,mcdonalds,beverages,POWERADE Mountain Berry Blast (Extra Small) No Ice,25,0,6,25.0,6.0
467,mcdonalds,beverages,Mello Yello (Extra Small),35,0,9,10.0,9.0
468,mcdonalds,beverages,Mello Yello (Extra Small) No Ice,45,0,12,10.0,12.0
469,mcdonalds,beverages,Fanta Fruit Punch (Large) No Ice,110,0,33,25.0,33.0
470,mcdonalds,beverages,Fanta Fruit Punch (Large),90,0,25,20.0,25.0
471,mcdonalds,beverages,Mello Yello (Small),45,0,12,10.0,12.0
472,mcdonalds,beverages,Mello Yello (Small) No Ice,60,0,17,15.0,17.0
473,mcdonalds,beverages,Fanta Fruit Punch (Small) No Ice,60,0,18,15.0,18.0
474,mcdonalds,beverages,Fanta Fruit Punch (Small),45,0,13,10.0,13.0
475,mcdonalds,beverages,Red Flash (Small) No Ice,60,0,16,15.0,16.0
476,mcdonalds,beverages,Mello Yello (Medium) No Ice,80,0,22,20.0,22.0
477,mcdonalds,beverages,Mello Yello (Medium),70,0,18,15.0,18.0
478,mcdonalds,beverages,Minute Maid Fruit Punch (Extra Small) No Ice,160,0,43,50.0,42.0
479,mcdonalds,beverages,Minute Maid Strawberry Punch (Extra Small),120,0,31,10.0,31.0
480,mcdonalds,beverages,Fanta Fruit Punch (Extra Small) No Ice,45,0,13,10.0,13.0
481,mcdonalds,beverages,Diet Coke (Extra Small) No Ice,0,0,0,50.0,0.0
482,mcdonalds,beverages,Fanta Fruit Punch (Extra Small),35,0,10,10.0,10.0
483,mcdonalds,beverages,Fanta Strawberry (Medium) No Ice,300,0,78,95.0,77.0
484,mcdonalds,beverages,Fanta Strawberry (Medium),70,0,19,15.0,19.0
485,mcdonalds,beverages,Caffeine Free Diet Coke (Small),0,0,0,10.0,0.0
486,mcdonalds,beverages,Caffeine Free Diet Coke (Small) No Ice,0,0,0,15.0,0.0
487,mcdonalds,beverages,Coke ICEE (Small),130,0,35,55.0,35.0
488,mcdonalds,beverages,Fanta Fruit Punch (Medium),70,0,19,15.0,19.0
489,mcdonalds,beverages,Fanta Fruit Punch (Medium) No Ice,80,0,23,20.0,23.0
490,mcdonalds,beverages,Sprite Zero (Medium) No Ice,0,0,0,20.0,0.0
491,mcdonalds,beverages,Sprite Zero (Medium),180,0,45,80.0,45.0
492,mcdonalds,beverages,POWERADE Mountain Berry Blast (Large) No Ice,60,0,16,65.0,16.0
493,mcdonalds,beverages,Sprite Zero (Small) No Ice,0,0,0,15.0,0.0
494,mcdonalds,beverages,Sprite Zero (Small),0,0,0,10.0,0.0
495,mcdonalds,beverages,Fanta Strawberry (Large) No Ice,430,0,112,135.0,110.0
496,mcdonalds,beverages,Fanta Strawberry (Large),90,0,26,20.0,26.0
497,mcdonalds,beverages,Barq’s Root Beer (Medium),70,0,19,15.0,19.0
498,mcdonalds,beverages,Barq’s Root Beer (Medium) No Ice,90,0,23,20.0,23.0
499,mcdonalds,beverages,Wild Cherry ICEE (Medium),180,0,45,80.0,45.0
500,mcdonalds,beverages,Vitamin Water XXX Zero (Large),0,0,0,20.0,1.0
501,mcdonalds,beverages,Diet Dr Pepper (Extra Small) No Ice,0,0,0,20.0,0.0
502,mcdonalds,beverages,Orange Crush (Medium) No Ice,290,0,77,80.0,76.0
503,mcdonalds,beverages,Orange Crush (Medium),230,0,61,70.0,60.0
504,mcdonalds,beverages,Coca-Cola (Extra Small) No Ice,45,0,12,10.0,12.0
505,mcdonalds,beverages,FUZE Raspberry Tea (Medium),35,0,10,15.0,10.0
506,mcdonalds,beverages,FUZE Raspberry Tea (Medium) No Ice,45,0,12,20.0,12.0
507,mcdonalds,beverages,POWERADE Mountain Berry Blast (Small) No Ice,35,0,9,35.0,9.0
508,mcdonalds,beverages,Sprite (Extra Small) No Ice,150,0,39,70.0,38.0
509,mcdonalds,beverages,Coca-Cola Zero Sugar (Small) No Ice,0,0,0,55.0,0.0
510,mcdonalds,beverages,Red Flash (Medium) No Ice,80,0,21,20.0,21.0
511,mcdonalds,beverages,Minute Maid Light Lemonade (Extra Small),0,0,0,10.0,0.0
512,mcdonalds,beverages,Minute Maid Light Lemonade (Extra Small) No Ice,0,0,1,10.0,0.0
513,mcdonalds,beverages,Dr Pepper (Extra Small) No Ice,40,0,11,10.0,11.0
514,mcdonalds,beverages,Coca-Cola Zero Sugar (Medium) No Ice,0,0,0,70.0,0.0
515,mcdonalds,beverages,Coca-Cola (Small) No Ice,60,0,16,15.0,16.0
516,mcdonalds,beverages,Caffeine Free Diet Coke (Extra Small),0,0,0,10.0,0.0
517,mcdonalds,beverages,Caffeine Free Diet Coke (Extra Small) No Ice,0,0,0,10.0,0.0
518,mcdonalds,beverages,Minute Maid Light Lemonade (Large),0,0,1,20.0,0.0
519,mcdonalds,beverages,Minute Maid Light Lemonade (Large) No Ice,0,0,1,25.0,0.0
520,mcdonalds,beverages,Caffeine Free Diet Coke (Medium),0,0,0,15.0,0.0
521,mcdonalds,beverages,Caffeine Free Diet Coke (Medium) No Ice,0,0,0,20.0,0.0
522,mcdonalds,beverages,FUZE Raspberry Tea (Large) No Ice,60,0,17,25.0,17.0
523,mcdonalds,beverages,FUZE Raspberry Tea (Large),50,0,13,20.0,13.0
524,mcdonalds,beverages,Sprite (Small) No Ice,200,0,51,90.0,51.0
525,mcdonalds,beverages,Mello Yello (Large) No Ice,120,0,31,25.0,31.0
526,mcdonalds,beverages,Mello Yello (Large),90,0,24,20.0,24.0
527,mcdonalds,beverages,Barq’s Root Beer (Extra Small),35,0,10,15.0,10.0
528,mcdonalds,beverages,Barq’s Root Beer (Extra Small) No Ice,50,0,13,10.0,13.0
529,mcdonalds,beverages,Minute Maid Orange Juice (Value),110,2,27,0.0,24.0
530,mcdonalds,beverages,Diet Coke (Medium) No Ice,0,0,0,20.0,0.0
531,mcdonalds,beverages,Coke ICEE (Large),240,0,67,100.0,67.0
532,mcdonalds,beverages,Wild Cherry ICEE (Large),250,0,64,115.0,64.0
533,mcdonalds,beverages,Blue Raspberry ICEE (Large),240,0,63,115.0,63.0
534,mcdonalds,beverages,Vernor’s Ginger Ale (Medium),60,0,15,20.0,15.0
535,mcdonalds,beverages,Vernor’s Ginger Ale (Medium) No Ice,70,0,19,25.0,19.0
536,mcdonalds,beverages,Vernor’s Ginger Ale (Extra Small) No Ice,40,0,11,15.0,11.0
537,mcdonalds,beverages,Vernor’s Ginger Ale (Extra Small),30,0,8,10.0,8.0
538,mcdonalds,beverages,Vernor’s Ginger Ale (Small),40,0,11,15.0,11.0
539,mcdonalds,beverages,Vernor’s Ginger Ale (Small) No Ice,50,0,15,20.0,15.0
540,mcdonalds,beverages,Vernor’s Ginger Ale (Large),80,0,21,30.0,21.0
541,mcdonalds,beverages,Vernor’s Ginger Ale (Large) No Ice,100,0,28,35.0,27.0
542,mcdonalds,beverages,Frozen Fanta Blue Raspberry (Medium),130,0,34,60.0,34.0
543,mcdonalds,beverages,Frozen Fanta Blue Raspberry (Small),90,0,25,45.0,25.0
544,mcdonalds,beverages,Frozen Fanta Blue Raspberry (Large),170,0,46,85.0,46.0
545,mcdonalds,beverages,Hot Tea (Large),5,0,2,15.0,0.0
546,mcdonalds,beverages,Hot Tea (Small),0,0,1,10.0,0.0
547,mcdonalds,beverages,Southern Style Sweet Tea (Extra Small),80,0,20,10.0,20.0
548,mcdonalds,beverages,Sweet Tea (Extra Small) No Ice,110,0,28,10.0,28.0
549,mcdonalds,beverages,Southern Style Sweet Tea (Small),110,0,27,15.0,27.0
550,mcdonalds,beverages,Southern Style Sweet Tea (Large),200,1,50,30.0,50.0
551,mcdonalds,beverages,Southern Style Sweet Tea (Medium),150,0,36,20.0,36.0
552,mcdonalds,beverages,Sweet Tea (Small) No Ice,170,1,42,15.0,42.0
553,mcdonalds,beverages,Sweet Tea (Medium) No Ice,200,1,49,20.0,49.0
554,mcdonalds,beverages,Southern Style Sweet Tea (Gallon),2110,4,521,140.0,521.0
555,mcdonalds,beverages,Cherry Coca-Cola (Medium),230,0,59,60.0,59.0
556,mcdonalds,beverages,Cherry Coca-Cola (Extra Small) No Ice,160,0,42,40.0,42.0
557,mcdonalds,beverages,Cherry Coca-Cola (Extra Small),120,0,31,30.0,31.0
558,mcdonalds,beverages,Cherry Coca-Cola (Medium) No Ice,280,0,73,70.0,73.0
559,mcdonalds,beverages,Cherry Coca-Cola (Small) No Ice,210,0,56,55.0,56.0
560,mcdonalds,beverages,Cherry Coca-Cola (Small),160,0,42,40.0,42.0
561,mcdonalds,beverages,Cherry Coca-Cola (Large) No Ice,400,0,105,105.0,105.0
562,mcdonalds,beverages,Cherry Coca-Cola (Large),310,0,80,80.0,80.0
563,mcdonalds,beverages,Mr. Pibb Xtra (Large),290,0,79,45.0,79.0
564,mcdonalds,beverages,Mr. Pibb Xtra (Large) No Ice,350,0,94,50.0,94.0
565,mcdonalds,beverages,Mr. Pibb Xtra (Extra Small),120,0,32,20.0,32.0
566,mcdonalds,beverages,Mr. Pibb Xtra (Small),170,0,45,25.0,45.0
567,mcdonalds,beverages,Mr. Pibb Xtra (Small) No Ice,210,0,57,30.0,57.0
568,mcdonalds,beverages,Mr. Pibb Xtra (Medium),210,0,58,35.0,58.0
569,mcdonalds,beverages,Mr. Pibb Xtra (Medium) No Ice,250,0,67,35.0,67.0
570,mcdonalds,beverages,Frozen Fanta Wild Cherry (Small),90,0,24,45.0,24.0
571,mcdonalds,beverages,Frozen Fanta Wild Cherry (Medium),130,0,34,60.0,34.0
572,mcdonalds,beverages,Frozen Fanta Wild Cherry (Large),170,0,45,80.0,45.0
573,mcdonalds,beverages,Pepsi (Extra Small),30,0,8,10.0,8.0
574,mcdonalds,beverages,Diet Pepsi (Extra Small),0,0,0,15.0,0.0
575,mcdonalds,beverages,Mist Twist (Extra Small),30,0,8,10.0,8.0
576,mcdonalds,beverages,Diet Pepsi (Large) No Ice,0,0,0,40.0,0.0
577,mcdonalds,beverages,Pepsi (Medium),60,0,16,15.0,16.0
578,mcdonalds,beverages,Pepsi (Medium) No Ice,80,0,21,15.0,20.0
579,mcdonalds,beverages,Diet Pepsi (Small) No Ice,0,0,0,20.0,0.0
580,mcdonalds,beverages,Diet Pepsi (Small),0,0,0,20.0,0.0
581,mcdonalds,beverages,Pepsi (Large) No Ice,45,0,12,10.0,12.0
582,mcdonalds,beverages,Diet Pepsi (Medium) No Ice,0,0,0,30.0,0.0
583,mcdonalds,beverages,Pepsi (Small),40,0,11,10.0,11.0
584,mcdonalds,beverages,Diet Pepsi (Medium),0,0,0,80.0,0.0
585,mcdonalds,beverages,Pepsi (Small) No Ice,60,0,16,10.0,16.0
586,mcdonalds,beverages,Pepsi (Extra Small) No Ice,150,0,41,30.0,41.0
587,mcdonalds,beverages,Diet Pepsi (Extra Small) No Ice,0,0,0,15.0,0.0
588,mcdonalds,beverages,Mist Twist (Medium),60,0,16,15.0,16.0
589,mcdonalds,beverages,Mist Twist (Medium) No Ice,80,0,20,15.0,20.0
590,mcdonalds,beverages,Mist Twist (Large) No Ice,110,0,29,25.0,29.0
591,mcdonalds,beverages,Mist Twist (Large),80,0,22,20.0,22.0
592,mcdonalds,beverages,Mist Twist (Small),40,0,11,10.0,11.0
593,mcdonalds,beverages,Mist Twist (Small) No Ice,60,0,15,10.0,15.0
594,mcdonalds,beverages,Mist Twist (Extra Small) No Ice,45,0,11,10.0,11.0
595,mcdonalds,beverages,Tropicana Pink Lemonade (Large) No Ice,110,0,28,110.0,28.0
596,mcdonalds,beverages,Tropicana Pink Lemonade (Medium) No Ice,270,0,70,270.0,70.0
597,mcdonalds,beverages,Tropicana Pink Lemonade (Medium),220,0,56,220.0,56.0
598,mcdonalds,beverages,Tropicana Pink Lemonade (Large),300,0,77,300.0,77.0
599,mcdonalds,beverages,Tropicana Pink Lemonade (Small),150,0,39,150.0,39.0
600,mcdonalds,beverages,Tropicana Pink Lemonade (Small) No Ice,60,0,15,60.0,15.0
601,mcdonalds,beverages,Vitamin Water XXX Zero (Medium) No Ice,0,0,0,15.0,0.0
602,mcdonalds,beverages,Southern Style Sweet Tea (Extra Small) No Ice,150,0,37,10.0,37.0
603,mcdonalds,beverages,Vitamin Water XXX Zero (Small) No Ice,0,0,0,15.0,0.0
604,mcdonalds,beverages,Southern Style Sweet Tea (Small) No Ice,230,1,56,15.0,56.0
605,mcdonalds,beverages,Southern Style Sweet Tea (Medium) No Ice,270,1,66,20.0,66.0
606,mcdonalds,beverages,Vitamin Water XXX Tea (Medium) No Ice,0,0,0,25.0,1.0
607,mcdonalds,beverages,Sweet Tea (Large) No Ice,560,0,141,35.0,141.0
608,mcdonalds,beverages,Vitamin Water XXX Zero (Extra Small) No Ice,0,0,0,10.0,0.0
609,mcdonalds,beverages,Minute Maid Lemonade (Extra Small) No Ice,40,0,12,25.0,11.0
610,mcdonalds,beverages,Mountain Dew (Medium),60,0,17,25.0,17.0
611,mcdonalds,beverages,Mountain Dew (Medium) No Ice,80,0,22,25.0,22.0
612,mcdonalds,beverages,Mountain Dew (Large) No Ice,120,0,31,35.0,31.0
613,mcdonalds,beverages,Mountain Dew (Large),90,0,24,30.0,24.0
614,mcdonalds,beverages,Mountain Dew (Extra Small),110,0,31,40.0,31.0
615,mcdonalds,beverages,Mountain Dew (Extra Small) No Ice,160,0,44,50.0,44.0
616,mcdonalds,beverages,Mountain Dew (Small),45,0,12,15.0,12.0
617,mcdonalds,beverages,Mountain Dew (Small) No Ice,220,0,59,70.0,58.0
618,mcdonalds,beverages,Hawaiian Punch Fruit Juicy Red (Medium),240,0,64,75.0,63.0
619,mcdonalds,beverages,Hawaiian Punch Fruit Juicy Red (Medium) No Ice,300,0,79,95.0,78.0
620,mcdonalds,beverages,Diet Pepsi (Large),0,0,0,35.0,0.0
621,mcdonalds,beverages,Tropicana Pink Lemonade (Extra Small) No Ice,150,0,40,160.0,40.0
622,mcdonalds,beverages,Tropicana Pink Lemonade (Extra Small),30,0,8,30.0,8.0
623,mcdonalds,beverages,Hawaiian Punch Fruit Juicy Red (Large),320,0,86,105.0,85.0
624,mcdonalds,beverages,Hawaiian Punch Fruit Juicy Red (Large) No Ice,420,0,113,135.0,111.0
625,mcdonalds,beverages,Hawaiian Punch Fruit Juicy Red (Extra Small),120,0,32,40.0,31.0
626,mcdonalds,beverages,Hawaiian Punch Fruit Juicy Red (Extra Small) No Ice,170,0,45,55.0,44.0
